Produto,CATEGORIAS,Qtde,Total Venda,Custo,Lucro,LUCRO/MENSAL,,,,,,,,PART %,PART ACC %,
,KIT 1 FORNOS 70 MDP VENEZA COR:BRANCO,UN,0,"R$ 245,73",0,,,#REF!,,,,,,,,
,KIT 1 FORNOS 70 MDP VENEZA COR:FREIJO/CHUMBO,UN,0,"R$ 245,73",0,,,#REF!,,,,,,,,
287,KIT FORNO/MICRO 70 CM FLORENÇA COR:ANGELIN/CINZA,UN,2,"R$ 438,50",877,,,#REF!,,,,,,,,
,KIT SANTIAGO 90 MDP COR:FREIJO/CHUMBO,UN,0,"R$ 280,84",0,,,#REF!,,,,,,,,
,KIT SANTIAGO 90 MDP COR:MONTANA/AVELÃ,UN,0,"R$ 280,84",0,,,#REF!,,,,,,,,
,"KIT VALPARAISO 1,20 MDP COR:FREIJO/BAUNILHA",UN,6,"R$ 380,38","2.282,28",,,#REF!,,,,,,,,
,"KIT VALPARAISO 1,20 MDP COR:FREIJO/CHUMBO",UN,6,"R$ 380,38","2.282,28",,,#REF!,,,,,,,,
,MESA PARA ESCRITÓRIO TURIM COR:AMENDOA,UN,0,"R$ 158,56",0,,,#REF!,,,,,,,,
76,MESA POP CABERNET 120X90 TALISMA COR:CABERNET/TABACO,UN,-1,"R$ 171,72",0,,,#REF!,,,,,,,,
73,MESA POP CABERNET 90X90 TALISMA COR:CARVALHO/TABACO,UN,-4,"R$ 134,62",0,,,#REF!,,,,,,,,
352,MESA REDONDA COM BANCOS PIZZA ESTOFADOS COR:FREIJO/PRETO FOSCO,UN,0,"R$ 420,96",0,,,#REF!,,,,,,,,
339,"MESA SECRETARIA 1,18MT COR:CANELA/BRANCO",UN,5,"R$ 0,00",0,,,#REF!,,,,,,,,
340,"MESA SECRETARIA 1,18MT COR:FREIJO/PRETO FOSCO",UN,5,"R$ 0,00",0,,,#REF!,,,,,,,,
343,"MESA SECRETARIA 1,36MT COR:FREIJO/PRETO FOSCO",UN,1,"R$ 180,31","180,31",,,#REF!,,,,,,,,
461,"MESA SIMPATIA CANDIAN 0,90 X 0,90 CC C/VIDRO COR:CINAMOMO/OFF WHITE",UN,0,"R$ 575,24",0,,,#REF!,,,,,,,,
142,MESA ZAMARCHI 120 C/ 6CAD (15) 150X84 COR:CANELA/SUEDE CACAU,UN,0,"R$ 672,00",0,,,#REF!,,,,,,,,
,MULTI USO 2312A 2PTS VERSATIL COR:ANGELIN,UN,6,"R$ 177,59","1.065,54",,,#REF!,,,,,,,,
,MULTI USO 2312A 2PTS VERSATIL COR:BRANCO,UN,7,"R$ 177,59","1.243,13",,,#REF!,,,,,,,,
394,MULTIUSO BRIZ 2315A 2PTS COR:ANGELIN/ANGELIN/BOUCLE,UN,10,"R$ 177,57","1.775,70",,,#REF!,,,,,,,,
395,MULTIUSO BRIZ 2315A 2PTS COR:BRANCO LINE/BRANCO LINE/BOUCLE,UN,10,"R$ 170,45","1.704,50",,,#REF!,,,,,,,,
,MULTIUSO CAIRO PARA FORNO COR:BRANCO,UN,0,"R$ 192,22",0,,,#REF!,,,,,,,,
,MULTIUSO OPEN COR:BRANCO,UN,5,"R$ 159,00",795,,,#REF!,,,,,,,,
,PANELEIRO 45 MDP POP COR:FREIJO/BAUNILHA,UN,0,"R$ 201,85",0,,,#REF!,,,,,,,,
,PANELEIRO 45 MDP POP COR:FREIJO/CHUMBO,UN,1,"R$ 201,85","201,85",,,#REF!,,,,,,,,
437,PANELEIRO FLORENCA VIDRO 50 CM COR:angelin/cinza,UN,0,"R$ 499,83",0,,,#REF!,,,,,,,,
443,PENTEADEIRA CONDESSA COR:BRANCO BRILHO,UN,0,"R$ 396,38",0,,,#REF!,,,,,,,,
,"PIA DE MARMORITE 1,20 COR:BEGE",UN,-7,"R$ 120,00",0,,,#REF!,,,,,,,,
,"PIA DE MARMORITE 1,20 COR:BRANCA",UN,2,"R$ 120,00",240,,,#REF!,,,,,,,,
,"PIA DE MARMORITE 1,20 COR:PRETA",UN,-36,"R$ 120,00",0,,,#REF!,,,,,,,,
307,"PIA DE MARMORITE 1,60 COR:PRETA",UN,-4,"R$ 188,00",0,,,#REF!,,,,,,,,
133,"PIA GRANITO 1,20 PIABELLE VERDE UBATUBA",UN,0,"R$ 325,00",0,,,#REF!,,,,,,,,
,"PIA INOX 1,20X53 INFINITY COM FURO",UN,2,"R$ 189,00",378,,,#REF!,,,,,,,,
,"PIA INOX 1,20X53 INFINITY SEM FURO",UN,3,"R$ 162,00",486,,,#REF!,,,,,,,,
33,SOFA MELANINO COR:CINZA CHUMBO,UN,-3,"R$ 750,00",0,,,#REF!,,,,,,,,
35,SOFÁ POP ADEMIR TAMANHO:2 LUGARES;COR:CINZA,UN,-2,"R$ 180,00",0,,,#REF!,,,,,,,,
130,TAMPO DE MARMORITE COR:PRETA,UN,-6,"R$ 115,00",0,,,#REF!,,,,,,,,
,TAMPO MDP DACHERI COR:BRANCO BRILHO,UN,1,"R$ 49,04","49,04",,,#REF!,,,,,,,,
,TAMPO MDP DACHERI COR:FREIJO,UN,1,"R$ 49,04","49,04",,,#REF!,,,,,,,,
,TORRE KIT 2 FORNOS 70 MDP POP COR:FREIJO/BAUNILHA,UN,3,"R$ 318,66","955,98",,,#REF!,,,,,,,,
,TORRE KIT 2 FORNOS 70 MDP POP COR:FREIJO/CHUMBO,UN,2,"R$ 318,66","637,32",,,#REF!,,,,,,,,
255,TORRE QUENTE 2 FORNOS JK COR:BRANCO,UN,4,"R$ 277,00","1.108,00",,,#REF!,,,,,,,,
252,TORRE QUENTE 2 FORNOS JK COR:PRETO,UN,3,"R$ 277,00",831,,,#REF!,,,,,,,,
293,AÉREO 1 PORTA BASC 80 CM FLORENÇA COR:ANGELIN,UN,5,"R$ 111,28","556,4",,,#REF!,,,,,,,,
407,AÉREO 80CM GELADEIRA POP COR:FREIJO/BAUNILHA,UN,2,"R$ 75,20","150,4",,,#REF!,,,,,,,,
406,AÉREO 80CM GELADEIRA POP COR:FREIJO/CHUMBO,UN,3,"R$ 75,20","225,6",,,#REF!,,,,,,,,
,AÉREO POP/VENEZA COR:BRANCO,UN,1,"R$ 160,00",160,,,#REF!,,,,,,,,
,AÉREO POP/VENEZA COR:PRETO,UN,1,"R$ 160,00",160,,,#REF!,,,,,,,,
416,AMERICA MODULO CRIADO MUDO COR:FREIJO/GRAFITE,UN,-1,"R$ 234,40",0,,,#REF!,,,,,,,,
560,ARMARIO MULTIUSO JADE 995440 COR:BRANCO AB,un,3,"R$ 242,33","726,99",,,#REF!,,,,,,,,
,ARMÁRIO MULTIUSO LONDRES C/ CHAVES COR:FREIJÓ,UN,0,"R$ 209,00",0,,,#REF!,,,,,,,,
,ARMÁRIO MULTIUSO LONDRES C/ CHAVES COR:PRETO,UN,6,"R$ 209,00","1.254,00",,,#REF!,,,,,,,,
,"BALCÃO C/ TAMPO 1,20 0,40 COR:LYON",UN,0,"R$ 202,00",0,,,#REF!,,,,,,,,
,"BALCÃO C/ TAMPO 1,20 0,40 COR:OLMO",UN,4,"R$ 202,00",808,,,#REF!,,,,,,,,
,"BALCÃO C/ TAMPO 1,20 0,40 COR:PRETO",UN,3,"R$ 202,00",606,,,#REF!,,,,,,,,
434,"BALCÃO C/ TAMPO 1,20 0,50 COR:BRANCO",UN,1,"R$ 220,00",220,,,#REF!,,,,,,,,
433,"BALCÃO C/ TAMPO 1,20 0,50 COR:OLMO",UN,0,"R$ 220,00",0,,,#REF!,,,,,,,,
432,"BALCÃO C/ TAMPO 1,20 0,50 COR:PRETO",UN,0,"R$ 220,00",0,,,#REF!,,,,,,,,
,BALCÃO PARA COOKTOP 1º LINHA JK COR:LYON,UN,0,"R$ 177,00",0,,,#REF!,,,,,,,,
,BALCÃO PARA COOKTOP 1º LINHA JK COR:OLMO,UN,3,"R$ 177,00",531,,,#REF!,,,,,,,,
,BALCÃO PARA COOKTOP 1º LINHA JK COR:PRETO,UN,7,"R$ 177,00","1.239,00",,,#REF!,,,,,,,,
,BALCÃO PARA COOKTOP FLÓRIDA COR:PRETO,UN,7,"R$ 154,78","1.083,46",,,#REF!,,,,,,,,
116,BALCÃO PARA PIA  JK 1º LINHA 3 G COR BRANCO,UN,-2,"R$ 179,00",0,,,#REF!,,,,,,,,
244,BALCÃO PARA PIA  JK 1º LINHA 3G PRETO,UN,2,"R$ 236,00",472,,,#REF!,,,,,,,,
614,BALCÃO PARA PIA COPA COR:FREIJO/MOKA,UN,0,"R$ 179,91",0,,,#REF!,,,,,,,,
,BANCADA NT 1180 COR:FREIJÓ/OFF WHITE,UN,0,"R$ 259,00",0,,,#REF!,,,,,,,,
,BANCADA NT 1180 COR:FREIJÓ/PRETO TX,UN,0,"R$ 259,00",0,,,#REF!,,,,,,,,
333,BANQUETA JADE COR:CROMADA COR 110 DE METAL,,7,"R$ 128,79","901,53",,,#REF!,,,,,,,,
334,BANQUETA JADE COR:PRETO FOSCO COR 110 DE METAL,,3,"R$ 128,79","386,37",,,#REF!,,,,,,,,
337,BANQUETA PETRA COR:PRETO FOSCO COR 110 DE METAL,,10,"R$ 83,48","834,8",,,#REF!,,,,,,,,
50,BASE BOX IDEALSONO MEDIDA:88;COR:CINZA CLARO,UN,0,"R$ 165,00",0,,,#REF!,,,,,,,,
526,BASE BOX POLIESTER PRETO QUADRICULADO CRISTALFLEX TAMANHO:24X198X79,UN,4,"R$ 149,75",599,,,#REF!,,,,,,,,
236,"BASE BOX QUEEN 0,79 MUNDIAL FLEX",UN,0,"R$ 165,00",0,,,#REF!,,,,,,,,
520,"BOX DUBAI 24CM X 1,88M X 88CM CRISTALFLEX",un,2,"R$ 154,87","309,74",,,#REF!,,,,,,,,
430,CABECEIRA PEROLA CINZA LARG.:138,UN,-1,"R$ 150,00",0,,,#REF!,,,,,,,,
429,CABECEIRA PEROLA CINZA LARG.:88,UN,2,"R$ 100,00",200,,,#REF!,,,,,,,,
597,CADEIRA ALTA TALISMA COR/MATERIAL:ANIMALE BEGE/TABACO,UN,0,"R$ 83,74",0,,,#REF!,,,,,,,,
596,CADEIRA ALTA TALISMA COR/MATERIAL:EGITO CHOCOLATE,UN,0,"R$ 83,74",0,,,#REF!,,,,,,,,
379,CADEIRA ALTA TALISMA COR/MATERIAL:SUED CINZA,UN,0,"R$ 83,74",0,,,#REF!,,,,,,,,
70,CADEIRA ALTA TALISMA COR/MATERIAL:VELUDO CHOCOLATE/TABACO,UN,-8,"R$ 83,74",0,,,#REF!,,,,,,,,
454,CADEIRA DIAMANTE CANDIAN COR ESTOFADO:LINHO 29033,UN,6,"R$ 144,56","867,36",,,#REF!,,,,,,,,
465,CADEIRA HORIZONTE CANDIAN ESTOFADO COR:JOLIE 2911-11 MARROM,UN,4,"R$ 144,56","578,24",,,#REF!,,,,,,,,
63,CADEIRA MADRI TALISMA COR/MATERIAL:TECIDO CINZA/TABACO,UN,0,"R$ 111,30",0,,,#REF!,,,,,,,,
613,CADEIRA POP TALISMA COR/MATERIAL:EGITO BEGE/TABACO,UN,0,"R$ 74,20",0,,,#REF!,,,,,,,,
65,CADEIRA VENEZA TALISMA COR/MATERIAL:CAMURÇA BEGE/TABACO,UN,-2,"R$ 74,20",0,,,#REF!,,,,,,,,
13,COLCHÃO DREAM GAZIN TAMANHO:130X70,UN,-3,"R$ 86,06",0,,,#REF!,,,,,,,,
12,COLCHÃO DREAM GAZIN TAMANHO:150X70,UN,4,"R$ 91,26","365,04",,,#REF!,,,,,,,,
11,COLCHÃO DREAM GAZIN TAMANHO:188X78,UN,0,"R$ 129,00",0,,,#REF!,,,,,,,,
639,COLCHAO GAZIN ESPUMA SUPREME D20 TAMANHO:14 X 188 X 78,UN,6,"R$ 139,08","834,48",,,#REF!,,,,,,,,
103,COLCHAO GAZIN ESPUMA SUPREME D28 TAMANHO:14 X 188 X 78,UN,4,"R$ 205,46","821,84",,,#REF!,,,,,,,,
,COMODA MALTA COR:BRANCO,UN,0,"R$ 239,20",0,,,#REF!,,,,,,,,
319,COMODA SAPATEIRA 1 PT 3 GAVTS 1 SP LILLE COR:ANGELIN/ANGELIN/BOUCLE,UN,0,"R$ 283,30",0,,,#REF!,,,,,,,,
,CRIADO MUDO AROMA 1G COR:BRANCO,UN,1,"R$ 111,30","111,3",,,#REF!,,,,,,,,
,CRIADO MUDO AROMA 1G COR:PRETO,UN,0,"R$ 111,30",0,,,#REF!,,,,,,,,
,CRIADO MUDO AROMA 2G COR:BRANCO,UN,0,"R$ 122,67",0,,,#REF!,,,,,,,,
,ESCRIVANINHA PENTE PLAY COR:BRANCO,UN,2,"R$ 197,24","394,48",,,#REF!,,,,,,,,
448,FRUTEIRA REGIA COR:FREIJO C/ BRANCO,UN,2,"R$ 128,33","256,66",,,#REF!,,,,,,,,
,KIT 1 FORNOS 70 MDP VENEZA COR:FREIJO/BAUNILHA,UN,0,"R$ 245,73",0,,,#REF!,,,,,,,,
,KIT SANTIAGO 90 MDP COR:FREIJO/BAUNILHA,UN,1,"R$ 280,84","280,84",,,#REF!,,,,,,,,
600,mesa 1m x 1m onix c/vidro serigrado ffendi base tempranillo TALISMA,un,-2,"R$ 276,00",0,,,#REF!,,,,,,,,
314,MESA OFFICE 1 GAVETA INFINITY COR:BRANCO LINE/BRANCO LINE/BOUCLE,UN,-1,"R$ 131,33",0,,,#REF!,,,,,,,,
313,MESA OFFICE 1 GAVETA INFINITY COR:CEDRO/BOUCLE,UN,-1,"R$ 131,33",0,,,#REF!,,,,,,,,
564,MESA PARA 6 CAD TALISMA COR:CARVALHO/CASTELLI,UN,3,"R$ 190,80","572,4",,,#REF!,,,,,,,,
,MESA PARA ESCRITÓRIO TURIM COR:BRANCO,UN,0,"R$ 158,56",0,,,#REF!,,,,,,,,
77,MESA POP CABERNET 120X90 TALISMA COR:CABERNET/BRANCO;cor:CARVALHO/CASTELLI,UN,-2,"R$ 171,72",0,,,#REF!,,,,,,,,
,MULTI USO 2311A 2PTS VERSATIL COR:ANGELIN,UN,0,"R$ 177,59",0,,,#REF!,,,,,,,,
,MULTI USO 2312A 2PTS VERSATIL COR:MACADAMIA,UN,1,"R$ 177,59","177,59",,,#REF!,,,,,,,,
,MULTIUSO CAIRO PARA FORNO COR:NOGAL/BAUNILHA,UN,-2,"R$ 192,22",0,,,#REF!,,,,,,,,
,MULTIUSO OPEN COR:NATURE,UN,5,"R$ 159,00",795,,,#REF!,,,,,,,,
,MULTIUSO SLIM COR:BRANCO,UN,9,"R$ 112,05","1.008,45",,,#REF!,,,,,,,,
,MULTIUSO SLIM COR:FREIJO/BAUNILHA,UN,5,"R$ 112,05","560,25",,,#REF!,,,,,,,,
176,PAINEL AMBAR COR:OFF WHITE/NATURE/RIPADO,UN,0,"R$ 390,69",0,,,#REF!,,,,,,,,
178,PAINEL LISBOA COR:OFF WHITE/CINAMOMO/RIPADO,UN,0,"R$ 408,49",0,,,#REF!,,,,,,,,
304,"PIA DE MARMORITE 1,00 COR:PRETA",UN,0,"R$ 102,00",0,,,#REF!,,,,,,,,
247,POLTRONA CELENA MUNDIAL FLEX COR:MARROM,UN,0,"R$ 196,00",0,,,#REF!,,,,,,,,
263,PUFF PALITO REDONDO MUNDIAL FLEX COR:VINHO,UN,0,"R$ 61,00",0,,,#REF!,,,,,,,,
157,RACK FLORENÇA COR:OFF WHITE/CINAMOMO,UN,0,"R$ 407,86",0,,,#REF!,,,,,,,,
160,RACK ILHABELA COR:OFF WHITE/NATURALLE,UN,0,"R$ 371,35",0,,,#REF!,,,,,,,,
585,SAPATEIRA RAVENNA MDP COR:TAUARI,UN,1,"R$ 172,61","172,61",,,#REF!,,,,,,,,
39,SOFÁ POP ADEMIR TAMANHO:3 LUGARES;COR:CINZA,UN,-1,"R$ 270,00",0,,,#REF!,,,,,,,,
42,SOFÁ POP ADEMIR TAMANHO:3 LUGARES;COR:MARROM ESCURO,UN,-2,"R$ 270,00",0,,,#REF!,,,,,,,,
131,TAMPO DE MARMORITE COR:BRANCA,UN,-3,"R$ 115,00",0,,,#REF!,,,,,,,,
,TAMPO MDP DACHERI COR:PRETO,UN,2,"R$ 49,04","98,08",,,#REF!,,,,,,,,
506,"27400 - SOFÁ FENIX MOD 2LUG 2,60M COR:VELUDO CASTOR",UN,0,"R$ 1.711,62",0,,,#REF!,,,,,,,,
512,"27401 - SOFÁ ARTHUR  MOD 2 LUG 2,30M COR:VELUDO AZUL",UN,0,"R$ 1.567,00",0,,,#REF!,,,,,,,,
523,COLCHÃO MOLA ENSACADA INDIVIDUALMENTE EXCEL CRISTALFLEX TAMANHO:25X203X193,UN,2,"R$ 724,84","1.449,68",,,#REF!,,,,,,,,
579,COMODA FRANCA SAPATEIRA 3 PTS 2 PTS COR:FREIJO/OFF WHITE,UN,-1,"R$ 487,20",0,,,#REF!,,,,,,,,
,COZINHA COMPACTA GEÓRGIA CHUMBO/CHUMBO,UN,0,"R$ 616,40",0,,,#REF!,,,,,,,,
389,GUARDA ROUPA 6 PTS 2 GVTS VERONA COR:ANGELIN/DUNA LINE/ANGELIN/BOUCLE,UN,1,"R$ 680,81","680,81",,,#REF!,,,,,,,,
373,GUARDA ROUPA 6 PTS SONATA NEW SEM ESP COR:ANGELIN/TITÂNIO/BOUCLE,UN,2,"R$ 782,33","1.564,66",,,#REF!,,,,,,,,
541,GUARDA ROUPA ESTRELA 6 PORTAS 2 GAVETAS COR:FREIJO/FREIJO,un,0,"R$ 752,80",0,,,#REF!,,,,,,,,
219,GUARDA ROUPA FLORIDA 6 PORTAS 2 GAVETAS COR:FREIJO/GRAFITE,UN,1,"R$ 801,60","801,6",,,#REF!,,,,,,,,
222,GUARDA ROUPA LUGANO 6PTS 4 GAV COR:FREIJO/FREIJO,UN,0,"R$ 1.239,20",0,,,#REF!,,,,,,,,
660,GUARDA ROUPA MODULADO PARIS MOPAR COR:FREIJO/GRAFITE,UN,0,"R$ 1.138,40",0,,,#REF!,,,,,,,,
537,GUARDA ROUPA TURIM MDF MOPAR COR:BRANCO,un,0,"R$ 778,40",0,,,#REF!,,,,,,,,
421,GUARDA ROUPA VIENA 4PTS 2GAV COR:FREIJO/FREIJO,UN,0,"R$ 924,00",0,,,#REF!,,,,,,,,
226,GUARDA ROUPA VIENA 4PTS 2GAV COR:FREIJO/OFF WHITE,UN,2,"R$ 924,00","1.848,00",,,#REF!,,,,,,,,
188,HOME MARAGOGI COR:FENDI/CARVALHO,UN,1,"R$ 592,93","592,93",,,#REF!,,,,,,,,
468,"MESA ROBUSTA CANDIAN 1,60 X 0,80 TAMP. AMADEIRADO S/VIDRO COR:CINAMOMO",UN,1,"R$ 343,33","343,33",,,#REF!,,,,,,,,
412,"SOFA LIVING LUXOR 1,80 COR CACAU",UN,0,"R$ 639,00",0,,,#REF!,,,,,,,,
31,SOFA MELANINO COR:MARROM ESCURO,UN,1,"R$ 700,00",700,,,#REF!,,,,,,,,
498,SOFA MELANINO COR:palha,UN,0,"R$ 750,00",0,,,#REF!,,,,,,,,
183,APARADOR BUFFET FUTURE COR:BRANCO/CINAMOMO,UN,2,"R$ 431,39","862,78",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
256,APARADOR BUFFET FUTURE COR:OFF WHITE/CINAMOMO,UN,2,"R$ 431,39","862,78",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
648,APARADOR BUFFET OPALA COR:NATURALLE/OFF WHITE,UN,2,"R$ 467,91","935,82",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,"ARMÁRIO AÉREO 3PTS 1,20 JK COR:OLMO",UN,3,"R$ 182,00",546,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,"ARMARIO AÉREO MILA 1,20 COR:BRANCO BRILHO",UN,2,"R$ 151,93","303,86",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,"ARMARIO AÉREO MILA 1,20 COR:FREIJO/OFFWHITE",UN,2,"R$ 151,93","303,86",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,"ARMARIO AÉREO MILA 1,20 COR:PRETO",UN,1,"R$ 151,93","151,93",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
435,"BALCÃO C/ TAMPO 1,20 0,50 COR:LYON",UN,1,"R$ 220,00",220,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,BANCADA AUSTIN COR:PEROLA METALIZADO/CINAMOMO MEL,UN,1,"R$ 211,15","211,15",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,BANCADA CHARLOTTE COR:CINAMOMO MEL,UN,2,"R$ 275,70","551,4",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,BANCADA CHARLOTTE COR:PEROLA METALIZADO//CINAMOMO MEL,UN,1,"R$ 275,70","275,7",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,BANCADA NT 1285 COR:FREIJO/OFF WHITE,UN,1,"R$ 285,00",285,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,BANCADA TOLEDO COR:GRIGIO FOSCO/CINAMOMO MEL,UN,1,"R$ 217,47","217,47",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,BANCADA TOLEDO COR:PÉROLA METALIZADO/CARVALHO,UN,2,"R$ 217,47","434,94",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
336,BANQUETA PETRA COR:CROMADA COR 110 DE METAL,,12,"R$ 122,83","1.473,96",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
234,BASE BOX 138 SUED MUNDIAL FLEX COR:MARROM,UN,3,"R$ 198,00",594,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
235,BASE BOX 138 SUED MUNDIAL FLEX COR:PRETO,UN,2,"R$ 198,00",396,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
53,BASE BOX IDEALSONO MEDIDA:88;COR:MARROM ESCURO,UN,1,"R$ 165,00",165,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
71,CADEIRA ALTA TALISMA COR/MATERIAL:SUED/TABACO,UN,2,"R$ 83,74","167,48",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
453,CADEIRA DIAMANTE CANDIAN COR ESTOFADO:LINHO 29011,UN,12,"R$ 144,56","1.734,72",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
466,CADEIRA HORIZONTE CANDIAN ESTOFADO COR:LINHO 29033,UN,8,"R$ 144,56","1.156,48",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
459,CADEIRA RUBIN CANDIAN ESTOFADO COR:LINHO 29011,UN,8,"R$ 144,56","1.156,48",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
14,COLCHÃO DREAM GAZIN TAMANHO:130X60,UN,2,"R$ 77,84","155,68",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
316,COMODA 4 GVTS 2 PTS ALBA COR:BRANCO LINE/BRANCO LINE/BOUCLE,UN,2,"R$ 418,13","836,26",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
324,COMODA 8 GVTS LARA COR:ANGELIN/ANGELIN/BOUCLE,UN,1,"R$ 372,24","372,24",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
392,COMODA 8 GVTS LARA COR:CEDRO/CEDRO/BOUCLE,UN,6,"R$ 372,24","2.233,44",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
517,COMODA TEXAS MOVAL COR:CAR/FENDI,UN,1,"R$ 450,58","450,58",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
264,COZINHA COMPACTA JULLY COR:FREIJO/BAUNILHA,UN,4,"R$ 631,00","2.524,00",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,COZINHA COMPACTA JULLY COR:NOGAL/BAUNILHA,UN,2,"R$ 631,00","1.262,00",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
266,COZINHA GEORGIA MDP COR:FREIJO/BAUNILHA,UN,2,"R$ 653,88","1.307,76",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
267,COZINHA GEORGIA MDP COR:FREIJO/MOKA,UN,2,"R$ 653,88","1.307,76",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,GABINETE DE BANHEIRO VENEZA FREIJO/BRANCO,UN,2,"R$ 303,86","911,58",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
330,GUARDA ROUPA MOSCOU 3 PTS 2 GVTS SOLUTION COR:MACADÂMIA/BLANC/BOUCLE,UN,5,"R$ 290,15","1.450,75",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
472,GUARDA ROUPA MOSCOU 3 PTS 2 GVTS SOLUTION COR:MACADÂMIA/MACADÂMIA/BOUCLE,UN,5,"R$ 290,15","1.450,75",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
530,GUARDA ROUPA PEQUIM 6 PTS 2 GVTS SOLUTION COR:MACADAMIA/BLANC/BOUCLE,UN,3,"R$ 477,75","1.433,25",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
154,HOME CORUMBAU COR:NATURELLE FRESADO/OFF WHITE,UN,2,"R$ 446,86","893,72",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
351,MESA REDONDA COM BANCOS PIZZA ESTOFADOS COR:CANELA/BRANCO,UN,3,"R$ 420,96","1.262,88",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
456,"MESA ROBUSTA CANDIAN 1,60 X 0,80 C/VIDRO CANTO COPO COR:CINAMOMO/OFF WHITE",UN,2,"R$ 545,11","1.090,22",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
538,"MESA ROMA 1,20X75 CRAQ C/ 4CAD BAIXA FLORAL PRETO",un,1,"R$ 539,00",539,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
470,"MESA SIMPATIA CANDIAN 0,90 X 0,90 S/VIDRO TAMP. AMADEIRADO COR:CINAMOMO",UN,2,"R$ 451,76","903,52",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
463,"MESA SIMPATIA CANDIAN 1,20 X 0,80 CC C/VIDRO COR:CINAMOMO/OFF WHITE",UN,4,"R$ 623,43","2.493,72",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
144,MESA ZAMARCHI 122 C/ 4CAD (15) 114X84 COR:CANELA/SUEDE CACAU,UN,1,"R$ 539,00",539,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
138,MESA ZAMARCHI 136 C/ 6CAD (27) 160X90 COR:CANELA/JOLI PALHA/VD CREME,UN,1,"R$ 1.599,00","1.599,00",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
140,MESA ZAMARCHI 150 C/ 4CAD (21) 120X90 COR:CANELA/JOLI MARROM/VD CREME,UN,1,"R$ 1.119,00","1.119,00",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
136,MESA ZAMARCHI 170 C/ 6CAD (27) 160X90 COR:CANELA/JOLI PALHA/VD CREME,UN,1,"R$ 1.599,00","1.599,00",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,PAINEL EXTENSIVO FRESNO MOBLER COR:CINAMOMO MEL/PÉROLA METALIZADO,UN,1,"R$ 141,49","141,49",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
172,"PAINEL JURERE COR:NATURALLE,/OFF WHITE",UN,2,"R$ 467,91","935,82",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
,PANELEIRO DUPLO MILA COR:FREIJO/GRAFITE,UN,1,"R$ 235,21","235,21",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
249,POLTRONA VENUS PÉS DE PALITO COR:AZUL,UN,1,"R$ 179,00",179,,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
159,RACK ILHABELA COR:OFF WHITE/CINAMOMO,UN,2,"R$ 371,35","742,7",,,Q4 – Baixo lucro / Baixo giro,,,,,,,,
